靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
6244   ,璟瓆         ,20110316,     4.80,    18242,     1204,     1204,     2389.70,        0,   380347,   157.72,    73115,     0.16
3576   ,羛ネ     ,20110317,     3.10,     9702,     1269,     1269,      761.61,        0,   312630,    99.62,    58267,     0.20
3691   ,河ポ         ,20110317,     5.93,     2013,       99,       99,     1501.70,        0,    33943,    73.85,     3013,     0.15
6244   ,璟瓆         ,20110317,     5.11,    19452,     1210,     1210,     2616.29,        0,   380347,   162.75,    74763,     0.16
3576   ,羛ネ     ,20110318,     3.11,     9722,       20,       20,      763.18,        0,   312630,     1.57,    57885,     0.00
3691   ,河ポ         ,20110318,     5.99,     2034,       21,       21,     1531.60,        0,    33943,    15.81,     3000,     0.03
6244   ,璟瓆         ,20110318,     5.20,    19768,      445,      316,     2609.38,      129,   380347,    41.71,    74396,     0.08
3576   ,羛ネ     ,20110321,     2.99,     9359,        0,     -363,      730.00,      363,   312630,   -28.31,    57391,     0.06
3691   ,河ポ         ,20110321,     5.92,     2008,        0,      -26,     1475.88,       26,    33943,   -19.11,     2932,     0.04
6244   ,璟瓆         ,20110321,     5.22,    19850,       82,       82,     2659.90,        0,   380347,    10.99,    74993,     0.01
3576   ,羛ネ     ,20110322,     2.90,     9064,        0,     -295,      707.90,      295,   312630,   -23.04,    56946,     0.05
3691   ,河ポ         ,20110322,     5.92,     2008,       30,        0,     1506.00,       30,    33943,     0.00,     2955,     0.09
6244   ,璟瓆         ,20110322,     5.18,    19718,        0,     -132,     2573.20,      132,   380347,   -17.23,    74349,     0.02
3576   ,羛ネ     ,20110323,     2.90,     9064,        0,        0,      706.09,        0,   312630,     0.00,    55743,     0.00
3691   ,河ポ         ,20110323,     5.92,     2008,        0,        0,     1586.32,        0,    33943,     0.00,     3071,     0.00
6244   ,璟瓆         ,20110323,     5.06,    19242,        0,     -476,     2472.60,      476,   380347,   -61.17,    74003,     0.06
3576   ,羛ネ     ,20110324,     2.78,     8689,        0,     -375,      671.66,      375,   312630,   -28.99,    54800,     0.06
3691   ,河ポ         ,20110324,     5.95,     2018,       10,       10,     1620.45,        0,    33943,     8.03,     3145,     0.01
6244   ,璟瓆         ,20110324,     5.05,    19207,        0,      -35,     2468.10,       35,   380347,    -4.50,    74440,     0.00
3576   ,羛ネ     ,20110325,     2.45,     7654,        0,    -1035,      574.82,     1035,   312630,   -77.73,    52175,     0.17
3691   ,河ポ         ,20110325,     5.80,     1967,        5,      -51,     1583.44,       56,    33943,   -41.06,     3154,     0.09
6244   ,璟瓆         ,20110325,     4.99,    18988,      150,     -219,     2354.51,      369,   380347,   -27.16,    73865,     0.07
3576   ,羛ネ     ,20110328,     2.37,     7408,        0,     -246,      556.34,      246,   312630,   -18.47,    51991,     0.04
3691   ,河ポ         ,20110328,     5.71,     1938,        0,      -29,     1556.21,       29,    33943,   -23.29,     3144,     0.04
6244   ,璟瓆         ,20110328,     4.94,    18785,        0,     -203,     2366.91,      203,   380347,   -25.58,    73139,     0.03
3576   ,羛ネ     ,20110329,     1.98,     6191,        0,    -1217,      455.04,     1217,   312630,   -89.48,    50393,     0.19
3691   ,河ポ         ,20110329,     5.67,     1923,        1,      -15,     1534.55,       16,    33943,   -11.97,     3129,     0.03
6244   ,璟瓆         ,20110329,     4.94,    18777,        0,       -8,     2347.13,        8,   380347,    -1.00,    72950,     0.00
3576   ,羛ネ     ,20110330,     1.95,     6083,        0,     -108,      451.36,      108,   312630,    -8.01,    50245,     0.02
3691   ,河ポ         ,20110330,     5.67,     1923,        0,        0,     1528.79,        0,    33943,     0.00,     3108,     0.00
6244   ,璟瓆         ,20110330,     4.94,    18777,        0,        0,     2394.07,        0,   380347,     0.00,    72247,     0.00
3576   ,羛ネ     ,20110331,     1.61,     5045,       20,     -402,      372.32,      422,   312630,   -29.65,    49462,     0.07
3691   ,河ポ         ,20110331,     5.66,     1922,        1,      -13,     1493.39,       14,    33943,   -10.10,     3053,     0.02
6244   ,璟瓆         ,20110331,     4.85,    18449,        0,        0,     2352.25,        0,   380347,     0.00,    71444,     0.00
3576   ,羛ネ     ,20110401,     1.53,     4782,        0,     -263,      356.74,      263,   312630,   -19.63,    49123,     0.04
3691   ,河ポ         ,20110401,     5.65,     1917,        0,       -5,     1524.02,        5,    33943,    -3.98,     3062,     0.01
6244   ,璟瓆         ,20110401,     4.85,    18458,        9,        9,     2418.00,        0,   380347,     1.18,    72337,     0.00
3576   ,羛ネ     ,20110406,     1.53,     4782,        0,        0,      355.30,        0,   312630,     0.00,    49119,     0.00
3691   ,河ポ         ,20110406,     5.64,     1915,        0,       -2,     1568.39,        2,    33943,    -1.64,     3099,     0.00
6244   ,璟瓆         ,20110406,     4.80,    18267,        0,     -191,     2374.71,      191,   380347,   -24.83,    72228,     0.03
3576   ,羛ネ     ,20110407,     1.39,     4338,       22,     -444,      325.78,      466,   312630,   -33.34,    48274,     0.08
3691   ,河ポ         ,20110407,     5.64,     1915,        0,        0,     1556.90,        0,    33943,     0.00,     3116,     0.00
6244   ,璟瓆         ,20110407,     4.81,    18280,       13,       13,     2376.40,        0,   380347,     1.69,    71726,     0.00
3576   ,羛ネ     ,20110408,     1.20,     3759,        0,     -579,      277.41,      579,   312630,   -42.73,    46821,     0.09
3691   ,河ポ         ,20110408,     5.61,     1905,        0,      -10,     1518.29,       10,    33943,    -7.97,     3092,     0.01
6244   ,璟瓆         ,20110408,     4.80,    18242,        0,      -38,     2325.86,       38,   380347,    -4.84,    71833,     0.00
3576   ,羛ネ     ,20110411,     1.17,     3659,        0,     -100,      268.57,      100,   312630,    -7.34,    46452,     0.02
3691   ,河ポ         ,20110411,     5.46,     1852,        0,      -53,     1481.60,       53,    33943,   -42.40,     3085,     0.08
6244   ,璟瓆         ,20110411,     4.80,    18242,        0,        0,     2325.86,        0,   380347,     0.00,    71977,     0.00
3576   ,羛ネ     ,20110412,     1.15,     3609,        0,      -50,      246.49,       50,   312630,    -3.42,    46007,     0.01
3691   ,河ポ         ,20110412,     4.99,     1694,        0,     -158,     1278.97,      158,    33943,  -119.29,     2826,     0.23
6244   ,璟瓆         ,20110412,     4.52,    17199,        0,    -1043,     2081.08,     1043,   380347,  -126.20,    70610,     0.14
3576   ,羛ネ     ,20110413,     0.27,      859,        0,    -2750,       54.98,     2750,   312630,  -176.00,    38939,     0.44
3691   ,河ポ         ,20110413,     4.92,     1671,        0,      -23,     1283.33,       23,    33943,   -17.66,     2814,     0.03
6244   ,璟瓆         ,20110413,     4.43,    16845,        0,     -354,     2012.98,      354,   380347,   -42.30,    70212,     0.05
3576   ,羛ネ     ,20110414,     0.03,      103,       13,     -756,        6.75,      769,   312630,   -49.52,    38220,     0.13
3691   ,河ポ         ,20110414,     4.81,     1632,        0,      -39,     1259.90,       39,    33943,   -30.11,     2601,     0.06
6244   ,璟瓆         ,20110414,     4.37,    16625,        0,     -220,     2028.25,      220,   380347,   -26.84,    68658,     0.03
3576   ,羛ネ     ,20110415,     0.03,      103,        0,        0,        6.57,        0,   312630,     0.00,    37595,     0.00
3691   ,河ポ         ,20110415,     4.68,     1587,        0,      -45,     1207.71,       45,    33943,   -34.25,     2572,     0.07
6244   ,璟瓆         ,20110415,     4.26,    16217,        0,     -408,     1905.50,      408,   380347,   -47.94,    67728,     0.05
3576   ,羛ネ     ,20110418,     0.03,      103,        0,        0,        6.28,        0,   312630,     0.00,    38006,     0.00
3691   ,河ポ         ,20110418,     4.63,     1572,        0,      -15,     1166.42,       15,    33943,   -11.13,     2531,     0.02
6244   ,璟瓆         ,20110418,     4.20,    15966,        0,     -251,     1804.16,      251,   380347,   -28.36,    67473,     0.03
3576   ,羛ネ     ,20110419,     0.04,      121,       18,       18,        7.49,        0,   312630,     1.11,    36704,     0.00
3691   ,河ポ         ,20110419,     4.49,     1523,        0,      -49,     1162.05,       49,    33943,   -37.39,     2495,     0.07
6244   ,璟瓆         ,20110419,     4.04,    15371,        0,     -595,     1736.92,      595,   380347,   -67.24,    66778,     0.08
3576   ,羛ネ     ,20110420,     0.04,      121,        0,        0,        7.45,        0,   312630,     0.00,    35400,     0.00
3691   ,河ポ         ,20110420,     4.46,     1513,        0,      -10,     1157.44,       10,    33943,    -7.65,     2482,     0.01
6244   ,璟瓆         ,20110420,     3.97,    15107,        0,     -264,     1691.98,      264,   380347,   -29.57,    65736,     0.03
3576   ,羛ネ     ,20110421,     0.04,      121,        0,        0,        7.47,        0,   312630,     0.00,    32822,     0.00
3691   ,河ポ         ,20110421,     4.25,     1443,        0,      -70,     1122.65,       70,    33943,   -54.46,     2453,     0.10
6244   ,璟瓆         ,20110421,     3.81,    14508,        1,     -599,     1639.40,      600,   380347,   -67.69,    63441,     0.08
3576   ,羛ネ     ,20110422,     0.00,        0,        0,     -160,        0.00,      160,   312630,   -10.10,    32313,     0.03
3691   ,河ポ         ,20110422,     4.22,     1431,        0,      -12,     1140.51,       12,    33943,    -9.56,     2480,     0.02
6244   ,璟瓆         ,20110422,     3.83,    14573,       65,       65,     1697.75,        0,   380347,     7.57,    63356,     0.01
3576   ,羛ネ     ,20110425,     0.00,        0,        0,       -1,        0.00,        1,   312630,    -0.06,    32147,     0.00
3691   ,河ポ         ,20110425,     4.22,     1431,        0,        0,     1166.27,        0,    33943,     0.00,     2502,     0.00
6244   ,璟瓆         ,20110425,     3.88,    14768,      195,      195,     1727.86,        0,   380347,    22.82,    63558,     0.03
3576   ,羛ネ     ,20110426,     0.00,        0,        0,       -1,        0.00,        1,   312630,    -0.06,    32130,     0.00
3691   ,河ポ         ,20110426,     4.22,     1431,        0,        0,     1150.52,        0,    33943,     0.00,     2517,     0.00
6244   ,璟瓆         ,20110426,     3.86,    14698,        0,      -70,     1727.02,       70,   380347,    -8.23,    63272,     0.01
3576   ,羛ネ     ,20110427,     0.00,        0,       33,       33,        0.00,        0,   312630,     2.09,    30265,     0.01
3691   ,河ポ         ,20110427,     4.25,     1441,       14,       10,     1164.33,        4,    33943,     8.08,     2519,     0.03
6244   ,璟瓆         ,20110427,     3.86,    14698,        0,        0,     1712.32,        0,   380347,     0.00,    61976,     0.00
3576   ,羛ネ     ,20110428,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    30268,     0.00
3691   ,河ポ         ,20110428,     4.25,     1441,       14,        0,     1142.71,       14,    33943,     0.00,     2507,     0.04
6244   ,璟瓆         ,20110428,     3.86,    14698,        0,        0,     1704.97,        0,   380347,     0.00,    61397,     0.00
3576   ,羛ネ     ,20110429,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    34216,     0.00
3691   ,河ポ         ,20110429,     4.15,     1408,        0,      -33,     1077.12,       33,    33943,   -25.25,     2453,     0.05
6244   ,璟瓆         ,20110429,     3.41,    12962,        0,    -1736,     1399.90,     1736,   380347,  -187.49,    60388,     0.23
3576   ,羛ネ     ,20110503,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    33799,     0.00
3691   ,河ポ         ,20110503,     4.05,     1374,        0,      -34,     1001.65,       34,    33943,   -24.79,     2393,     0.05
6244   ,璟瓆         ,20110503,     3.13,    11900,        3,    -1062,     1201.90,     1065,   380347,  -107.26,    63640,     0.14
3576   ,羛ネ     ,20110504,     0.00,        0,        0,     -140,        0.00,      140,   312630,    -8.40,    33813,     0.02
3691   ,河ポ         ,20110504,     3.99,     1353,        0,      -21,     1001.22,       21,    33943,   -15.54,     2440,     0.03
6244   ,璟瓆         ,20110504,     3.04,    11544,        3,     -356,     1235.21,      359,   380347,   -38.09,    65069,     0.05
3576   ,羛ネ     ,20110505,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    31173,     0.00
3691   ,河ポ         ,20110505,     3.80,     1290,        0,      -63,      952.02,       63,    33943,   -46.49,     2407,     0.09
6244   ,璟瓆         ,20110505,     2.99,    11372,        3,     -172,     1199.75,      175,   380347,   -18.15,    65541,     0.02
3576   ,羛ネ     ,20110506,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    31701,     0.00
3691   ,河ポ         ,20110506,     3.51,     1190,        0,     -100,      868.70,      100,    33943,   -73.00,     2300,     0.15
6244   ,璟瓆         ,20110506,     2.69,    10216,        4,    -1156,     1077.79,     1160,   380347,  -121.96,    65477,     0.15
3576   ,羛ネ     ,20110509,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    32185,     0.00
3691   ,河ポ         ,20110509,     3.18,     1078,        0,     -112,      786.94,      112,    33943,   -81.76,     2190,     0.16
6244   ,璟瓆         ,20110509,     2.55,     9716,        0,     -500,     1020.18,      500,   380347,   -52.50,    65929,     0.07
3576   ,羛ネ     ,20110510,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    32497,     0.00
3691   ,河ポ         ,20110510,     2.57,      871,        0,     -207,      614.05,      207,    33943,  -145.94,     1954,     0.30
6244   ,璟瓆         ,20110510,     2.12,     8045,        0,    -1671,      828.64,     1671,   380347,  -172.11,    65113,     0.22
3576   ,羛ネ     ,20110511,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    32813,     0.00
3691   ,河ポ         ,20110511,     1.82,      618,        0,     -253,      419.62,      253,    33943,  -171.79,     1674,     0.37
6244   ,璟瓆         ,20110511,     2.09,     7945,        0,     -100,      810.39,      100,   380347,   -10.20,    65015,     0.01
3576   ,羛ネ     ,20110512,     0.00,        0,        1,        1,        0.00,        0,   312630,     0.06,    32936,     0.00
3691   ,河ポ         ,20110512,     1.46,      496,        0,     -122,      322.40,      122,    33943,   -79.30,     1396,     0.18
6244   ,璟瓆         ,20110512,     2.09,     7945,        0,        0,      810.39,        0,   380347,     0.00,    64718,     0.00
3576   ,羛ネ     ,20110513,     0.00,        0,        0,      -68,        0.00,       68,   312630,    -4.25,    33313,     0.01
3691   ,河ポ         ,20110513,     1.43,      486,        0,      -10,      322.70,       10,    33943,    -6.64,     1333,     0.01
6244   ,璟瓆         ,20110513,     2.09,     7945,        0,        0,      834.23,        0,   380347,     0.00,    64879,     0.00
3576   ,羛ネ     ,20110516,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    33210,     0.00
3691   ,河ポ         ,20110516,     1.42,      482,        0,       -4,      312.34,        4,    33943,    -2.59,     1330,     0.01
6244   ,璟瓆         ,20110516,     1.97,     7485,        0,     -460,      770.96,      460,   380347,   -47.38,    64903,     0.06
3576   ,羛ネ     ,20110517,     0.00,        0,        0,      -79,        0.00,       79,   312630,    -4.88,    33698,     0.01
3691   ,河ポ         ,20110517,     1.42,      482,        0,        0,      312.82,        0,    33943,     0.00,     1325,     0.00
6244   ,璟瓆         ,20110517,     1.89,     7185,        0,     -300,      740.06,      300,   380347,   -30.90,    64674,     0.04
3576   ,羛ネ     ,20110518,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    34574,     0.00
3691   ,河ポ         ,20110518,     1.39,      473,        0,       -9,      310.29,        9,    33943,    -5.90,     1306,     0.01
6244   ,璟瓆         ,20110518,     1.74,     6635,        0,     -550,      676.77,      550,   380347,   -56.10,    65353,     0.07
3576   ,羛ネ     ,20110519,     0.00,        0,        1,        1,        0.00,        0,   312630,     0.05,    33378,     0.00
3691   ,河ポ         ,20110519,     1.39,      473,        0,        0,      306.03,        0,    33943,     0.00,     1286,     0.00
6244   ,璟瓆         ,20110519,     1.53,     5835,        0,     -800,      598.09,      800,   380347,   -82.00,    64574,     0.11
3576   ,羛ネ     ,20110520,     0.00,        0,        2,        2,        0.00,        0,   312630,     0.11,    33051,     0.00
3691   ,河ポ         ,20110520,     1.39,      473,        0,        0,      292.79,        0,    33943,     0.00,     1279,     0.00
6244   ,璟瓆         ,20110520,     1.40,     5335,        0,     -500,      527.10,      500,   380347,   -49.40,    63381,     0.07
3576   ,羛ネ     ,20110523,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    32787,     0.00
3691   ,河ポ         ,20110523,     1.30,      440,       11,      -33,      257.40,       44,    33943,   -19.31,     1245,     0.08
6244   ,璟瓆         ,20110523,     1.32,     5027,        0,     -308,      490.13,      308,   380347,   -30.03,    63588,     0.04
3576   ,羛ネ     ,20110524,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    33246,     0.00
3691   ,河ポ         ,20110524,     1.42,      482,       42,       42,      272.33,        0,    33943,    23.73,     1339,     0.06
6244   ,璟瓆         ,20110524,     1.32,     5027,        0,        0,      487.62,        0,   380347,     0.00,    63374,     0.00
3576   ,羛ネ     ,20110525,     0.00,        0,        0,     -140,        0.00,      140,   312630,    -6.73,    33272,     0.02
3691   ,河ポ         ,20110525,     1.42,      482,        0,        0,      281.49,        0,    33943,     0.00,     1333,     0.00
6244   ,璟瓆         ,20110525,     1.31,     4997,        0,      -30,      479.71,       30,   380347,    -2.88,    62753,     0.00
3576   ,羛ネ     ,20110526,     0.00,        0,        0,        0,        0.00,        0,   312630,     0.00,    33220,     0.00
3691   ,河ポ         ,20110526,     1.57,      532,       50,       50,      316.01,        0,    33943,    29.70,     1367,     0.07
6244   ,璟瓆         ,20110526,     1.31,     4967,        0,      -30,      484.28,       30,   380347,    -2.93,    60905,     0.00
3576   ,羛ネ     ,20110527,     0.06,      184,      630,      630,        9.48,        0,   312630,    32.45,    33352,     0.10
3691   ,河ポ         ,20110527,     1.57,      532,        0,        0,      311.75,        0,    33943,     0.00,     1363,     0.00
6244   ,璟瓆         ,20110527,     1.31,     4967,        0,        0,      484.28,        0,   380347,     0.00,    60879,     0.00
3576   ,羛ネ     ,20110530,     0.14,      434,      250,      250,       22.48,        0,   312630,    12.95,    33514,     0.04
3691   ,河ポ         ,20110530,     1.57,      532,        0,        0,      311.75,        0,    33943,     0.00,     1356,     0.00
6244   ,璟瓆         ,20110530,     1.31,     4967,        0,        0,      489.25,        0,   380347,     0.00,    61085,     0.00
3576   ,羛ネ     ,20110531,     0.14,      434,        0,        0,       23.00,        0,   312630,     0.00,    33894,     0.00
3691   ,河ポ         ,20110531,     1.57,      532,        0,        0,      311.75,        0,    33943,     0.00,     1368,     0.00
6244   ,璟瓆         ,20110531,     1.31,     4971,        4,        4,      509.53,        0,   380347,     0.41,    61946,     0.00
3576   ,羛ネ     ,20110601,     0.14,      434,        0,        0,       22.70,        0,   312630,     0.00,    33988,     0.00
3691   ,河ポ         ,20110601,     1.57,      532,        0,        0,      313.88,        0,    33943,     0.00,     1371,     0.00
6244   ,璟瓆         ,20110601,     1.18,     4471,        0,     -500,      458.28,      500,   380347,   -51.25,    62439,     0.07
3576   ,羛ネ     ,20110602,     0.14,      434,        0,        0,       22.26,        0,   312630,     0.00,    34194,     0.00
3691   ,河ポ         ,20110602,     1.57,      532,        0,        0,      305.90,        0,    33943,     0.00,     1369,     0.00
6244   ,璟瓆         ,20110602,     1.04,     3971,        0,     -500,      397.10,      500,   380347,   -50.00,    61333,     0.07
3576   ,羛ネ     ,20110603,     0.50,     1562,     1128,     1128,       82.01,        0,   312630,    59.22,    36384,     0.18
3691   ,河ポ         ,20110603,     1.57,      532,        0,        0,      304.30,        0,    33943,     0.00,     1384,     0.00
6244   ,璟瓆         ,20110603,     1.04,     3971,        0,        0,      397.10,        0,   380347,     0.00,    60917,     0.00
3576   ,羛ネ     ,20110607,     0.60,     1862,      300,      300,       99.06,        0,   312630,    15.96,    37191,     0.05
3691   ,河ポ         ,20110607,     1.57,      532,        0,        0,      300.05,        0,    33943,     0.00,     1383,     0.00
6244   ,璟瓆         ,20110607,     1.04,     3971,        0,        0,      395.11,        0,   380347,     0.00,    60485,     0.00
3576   ,羛ネ     ,20110608,     0.73,     2271,      409,      409,      121.27,        0,   312630,    21.84,    38402,     0.07
3691   ,河ポ         ,20110608,     1.74,      592,       60,       60,      322.05,        0,    33943,    32.64,     1453,     0.09
6244   ,璟瓆         ,20110608,     1.04,     3971,        0,        0,      385.58,        0,   380347,     0.00,    59084,     0.00
3576   ,羛ネ     ,20110609,     0.84,     2641,      370,      370,      143.41,        0,   312630,    20.09,    38709,     0.06
3691   ,河ポ         ,20110609,     1.74,      592,        0,        0,      320.27,        0,    33943,     0.00,     1406,     0.00
6244   ,璟瓆         ,20110609,     1.04,     3971,        0,        0,      389.16,        0,   380347,     0.00,    57445,     0.00
3576   ,羛ネ     ,20110610,     0.80,     2491,        0,     -150,      131.28,      150,   312630,    -7.91,    38434,     0.02
3691   ,河ポ         ,20110610,     1.93,      655,       63,       63,      331.43,        0,    33943,    31.88,     1378,     0.09
6244   ,璟瓆         ,20110610,     1.04,     3971,        0,        0,      381.22,        0,   380347,     0.00,    55913,     0.00
3576   ,羛ネ     ,20110613,     0.76,     2391,        0,     -100,      124.33,      100,   312630,    -5.20,    39094,     0.02
3691   ,河ポ         ,20110613,     2.03,      688,       33,       33,      340.56,        0,    33943,    16.34,     1405,     0.05
6244   ,璟瓆         ,20110613,     1.04,     3971,        0,        0,      377.25,        0,   380347,     0.00,    55019,     0.00
3576   ,羛ネ     ,20110614,     0.86,     2691,      300,      300,      142.62,        0,   312630,    15.90,    39913,     0.05
3691   ,河ポ         ,20110614,     2.03,      688,        0,        0,      352.94,        0,    33943,     0.00,     1406,     0.00
6244   ,璟瓆         ,20110614,     1.04,     3971,        0,        0,      380.02,        0,   380347,     0.00,    52512,     0.00
3576   ,羛ネ     ,20110615,     0.90,     2826,      140,      135,      152.32,        5,   312630,     7.28,    40722,     0.02
3691   ,河ポ         ,20110615,     2.03,      688,        0,        0,      363.26,        0,    33943,     0.00,     1388,     0.00
6244   ,璟瓆         ,20110615,     1.04,     3971,        0,        0,      390.35,        0,   380347,     0.00,    54046,     0.00
3576   ,羛ネ     ,20110616,     1.04,     3259,      433,      433,      175.66,        0,   312630,    23.34,    41662,     0.07
3691   ,河ポ         ,20110616,     2.03,      688,        0,        0,      351.57,        0,    33943,     0.00,     1381,     0.00
6244   ,璟瓆         ,20110616,     1.20,     4553,      982,      582,      464.41,      400,   380347,    59.36,    55917,     0.18
3576   ,羛ネ     ,20110617,     1.04,     3261,        2,        2,      179.36,        0,   312630,     0.11,    44048,     0.00
3691   ,河ポ         ,20110617,     2.12,      718,       30,       30,      392.03,        0,    33943,    16.38,     1503,     0.04
6244   ,璟瓆         ,20110617,     1.33,     5050,      501,      497,      517.63,        4,   380347,    50.94,    56319,     0.07
3576   ,羛ネ     ,20110620,     1.04,     3261,        0,        0,      175.44,        0,   312630,     0.00,    43000,     0.00
3691   ,河ポ         ,20110620,     2.42,      822,      104,      104,      478.40,        0,    33943,    60.53,     1573,     0.15
6244   ,璟瓆         ,20110620,     1.52,     5800,      750,      750,      594.50,        0,   380347,    76.88,    56826,     0.10
3576   ,羛ネ     ,20110621,     1.04,     3262,        1,        1,      177.45,        0,   312630,     0.05,    41789,     0.00
3691   ,河ポ         ,20110621,     2.36,      800,       20,      -22,      456.80,       42,    33943,   -12.56,     1529,     0.09
6244   ,璟瓆         ,20110621,     1.56,     5920,      120,      120,      609.76,        0,   380347,    12.36,    56819,     0.02
3576   ,羛ネ     ,20110622,     1.04,     3262,        0,        0,      176.15,        0,   312630,     0.00,    41892,     0.00
3691   ,河ポ         ,20110622,     2.40,      813,       25,       13,      473.17,       12,    33943,     7.57,     1511,     0.05
6244   ,璟瓆         ,20110622,     1.57,     5988,       68,       68,      628.74,        0,   380347,     7.14,    56160,     0.01
3576   ,羛ネ     ,20110623,     1.20,     3763,      501,      501,      190.03,        0,   312630,    25.30,    43208,     0.08
3691   ,河ポ         ,20110623,     2.47,      838,       25,       25,      477.66,        0,    33943,    14.25,     1540,     0.04
6244   ,璟瓆         ,20110623,     1.67,     6349,      361,      361,      660.30,        0,   380347,    37.54,    56400,     0.05
3576   ,羛ネ     ,20110624,     1.20,     3763,        0,        0,      195.30,        0,   312630,     0.00,    43462,     0.00
3691   ,河ポ         ,20110624,     2.65,      898,       65,       60,      516.35,        5,    33943,    34.50,     1599,     0.10
6244   ,璟瓆         ,20110624,     1.69,     6424,       75,       75,      664.88,        0,   380347,     7.76,    56633,     0.01
3576   ,羛ネ     ,20110627,     1.33,     4173,      410,      410,      224.92,        0,   312630,    22.10,    44568,     0.07
3691   ,河ポ         ,20110627,     2.59,      878,        3,      -20,      539.97,       23,    33943,   -12.30,     1608,     0.04
6244   ,璟瓆         ,20110627,     1.86,     7074,      650,      650,      771.07,        0,   380347,    70.85,    58615,     0.09
3576   ,羛ネ     ,20110628,     1.37,     4274,      101,      101,      227.38,        0,   312630,     5.37,    44782,     0.02
3691   ,河ポ         ,20110628,     2.79,      948,       74,       70,      599.14,        4,    33943,    44.24,     1775,     0.11
6244   ,璟瓆         ,20110628,     1.92,     7313,      239,      239,      789.80,        0,   380347,    25.81,    58244,     0.03
3576   ,羛ネ     ,20110629,     1.43,     4479,      205,      205,      240.07,        0,   312630,    10.99,    44138,     0.03
3691   ,河ポ         ,20110629,     2.92,      991,       43,       43,      639.20,        0,    33943,    27.74,     1807,     0.06
6244   ,璟瓆         ,20110629,     1.89,     7199,      361,     -114,      788.29,      475,   380347,   -12.48,    59198,     0.11
3576   ,羛ネ     ,20110630,     1.62,     5080,        0,        0,      272.80,        0,   312630,     0.00,    43905,     0.00
3691   ,河ポ         ,20110630,     3.51,     1191,       53,       53,      753.90,        0,    33943,    33.55,     2176,     0.08
6244   ,璟瓆         ,20110630,     2.32,     8812,      337,      337,      978.13,        0,   380347,    37.41,    52308,     0.04
3576   ,羛ネ     ,20110701,     1.86,     5830,      750,      750,      313.07,        0,   312630,    40.28,    44229,     0.12
3691   ,河ポ         ,20110701,     3.58,     1214,       23,       23,      778.17,        0,    33943,    14.74,     2246,     0.03
6244   ,璟瓆         ,20110701,     2.40,     9119,      307,      307,     1035.01,        0,   380347,    34.84,    52626,     0.04
3576   ,羛ネ     ,20110704,     1.90,     5930,      100,      100,      317.85,        0,   312630,     5.36,    42775,     0.02
3691   ,河ポ         ,20110704,     3.85,     1307,       93,       93,      895.29,        0,    33943,    63.71,     2368,     0.14
6244   ,璟瓆         ,20110704,     2.46,     9355,      401,      236,     1052.44,      165,   380347,    26.55,    50390,     0.07
3576   ,羛ネ     ,20110705,     1.90,     5930,        0,        0,      316.07,        0,   312630,     0.00,    41724,     0.00
3691   ,河ポ         ,20110705,     3.99,     1353,       48,       46,      966.04,        2,    33943,    32.84,     2448,     0.07
6244   ,璟瓆         ,20110705,     2.44,     9275,       83,      -80,     1038.80,      163,   380347,    -8.96,    49893,     0.03
3576   ,羛ネ     ,20110706,     1.90,     5928,        0,       -2,      310.03,        2,   312630,    -0.10,    41090,     0.00
3691   ,河ポ         ,20110706,     4.14,     1405,       53,       52,     1003.17,        1,    33943,    37.13,     2498,     0.08
6244   ,璟瓆         ,20110706,     2.44,     9275,        0,        0,     1043.44,        0,   380347,     0.00,    48067,     0.00
3576   ,羛ネ     ,20110707,     2.05,     6408,      480,      480,      336.42,        0,   312630,    25.20,    40203,     0.08
3691   ,河ポ         ,20110707,     4.28,     1452,       47,       47,     1043.99,        0,    33943,    33.79,     2552,     0.07
6244   ,璟瓆         ,20110707,     2.46,     9345,       70,       70,     1065.33,        0,   380347,     7.98,    48667,     0.01
3576   ,羛ネ     ,20110708,     2.05,     6408,        0,        0,      322.96,        0,   312630,     0.00,    39255,     0.00
3691   ,河ポ         ,20110708,     4.28,     1452,        0,        0,     1058.51,        0,    33943,     0.00,     2664,     0.00
6244   ,璟瓆         ,20110708,     2.41,     9180,        0,     -165,     1037.34,      165,   380347,   -18.65,    48894,     0.02
3576   ,羛ネ     ,20110711,     2.11,     6608,      200,      200,      320.49,        0,   312630,     9.70,    37580,     0.03
